rep,metric,category,inf_cat_total,pop_cat_total
268,inf,Moderate,12877660.75786096,69536752.76904297
268,inf,Mild,1008966.9318269962,6080247.523231491
269,inf,High,18645451.713929266,77454367.24511719
269,inf,Moderate,10502329.936387025,75549255.20739746
269,inf,Mild,739211.3954572284,9595448.167884812
27,inf,High,17676251.497646194,89583218.876953125
27,inf,Moderate,12632020.026654324,67851012.78076172
27,inf,Mild,973951.138135168,5164838.962684616
270,inf,High,20702782.141415674,81071025.63671875
270,inf,Moderate,10666213.767148634,74539627.62719727
270,inf,Mild,724521.5708038618,6988417.356483445
271,inf,High,17114499.527901407,85622656.99121094
271,inf,Moderate,10423803.453009568,71196823.55175781
271,inf,Mild,758293.5951240183,5779590.07743071
272,inf,High,17780127.603363436,76420611.08544922
272,inf,Moderate,7190620.848229223,75160093.0480957
272,inf,Mild,452831.39451403974,11018366.486854538
273,inf,High,23340583.37335983,78628333.31542969
273,inf,Moderate,10837957.061230445,74675268.54003906
273,inf,Mild,753018.994889453,9295468.76493071
274,inf,High,18285559.425614554,81722391.98095703
274,inf,Moderate,8396109.516634518,72504941.5168457
274,inf,Mild,572394.1473505974,8371737.122596726
275,inf,High,20933561.033062518,79066790.15527344
275,inf,Moderate,11049024.523616388,75189512.7109375
275,inf,Mild,765643.8191981154,8342767.754188523
276,inf,High,21493516.10555636,82023583.81933594
276,inf,Moderate,12091236.621322015,72600902.67163086
276,inf,Mild,850248.7745808943,7974584.129432663
277,inf,High,19557618.45451437,73691294.8984375
277,inf,Moderate,8883564.285794722,79224669.4720459
277,inf,Mild,528052.9434591372,9683106.249916062
278,inf,High,18445781.12125294,77410354.62402344
278,inf,Moderate,10350443.78355148,76001097.08984375
278,inf,Mild,675231.7228904188,9187618.906532273
279,inf,High,18852172.18333222,79892242.12109375
279,inf,Moderate,10153178.471010694,73560399.314453125
279,inf,Mild,795463.3746893826,9146429.184852585
28,inf,High,21174676.03497696,75647959.63574219
28,inf,Moderate,9091125.255908376,76612562.56945801
28,inf,Mild,515692.67191756034,10338548.415199265
280,inf,High,18903191.4192141,76037744.37060547
280,inf,Moderate,6096587.722763485,72809381.36529541
280,inf,Mild,364466.8093446044,13751944.884498581
281,inf,High,20576279.464867987,80113372.57421875
281,inf,Moderate,10471919.99648258,73902535.41516113
281,inf,Mild,791516.5655462625,8583162.631019577
282,inf,High,21118155.484442957,84097071.78613281
282,inf,Moderate,12302701.880383763,71551989.97924805
282,inf,Mild,943694.8166473133,6950008.855018601
283,inf,High,15022566.772599865,81522910.23828125
283,inf,Moderate,8875400.534056336,74142938.76538086
283,inf,Mild,693883.9492839824,6933221.616737351
284,inf,High,19591863.01303185,76591967.724609375
284,inf,Moderate,9072274.146194233,77392796.99511719
284,inf,Mild,557880.3023985614,8614305.900672898
285,inf,High,16819007.234744072,80496733.5703125
285,inf,Moderate,7396030.492162653,74459733.68981934
285,inf,Mild,534746.0327920247,7642603.360267624
286,inf,High,15485609.650857672,77745965.86230469
286,inf,Moderate,7590341.424141996,74904665.12646484
286,inf,Mild,457644.91523568303,9948439.631629929
287,inf,High,14642721.98648089,82042683.94921875
287,inf,Moderate,9036464.060372513,73705687.25878906
287,inf,Mild,627044.451033713,6850699.412391648
288,inf,High,16523549.894075515,71168206.3149414
288,inf,Moderate,4747763.690817059,77415160.41882324
288,inf,Mild,204551.78607094413,14015703.886634812
289,inf,High,18878939.728024643,81199685.30371094
289,inf,Moderate,10602097.748160867,73953497.005859375
289,inf,Mild,684344.6427027368,7445888.310829148
29,inf,High,17799277.344688088,70861943.4428711
29,inf,Moderate,5754378.337580248,76436260.23553467
29,inf,Mild,313519.3038287142,15300866.941993698
290,inf,High,20091220.180345494,79831245.10644531
290,inf,Moderate,12071560.493129563,75347447.6887207
290,inf,Mild,765610.4231764369,7420377.825233445
291,inf,High,21086258.460274998,83500755.97558594
291,inf,Moderate,11210235.419780688,72339850.20996094
291,inf,Mild,784724.2321791115,6758464.434852585
292,inf,High,17029705.005490515,79884184.591796875
292,inf,Moderate,8309844.0713929245,75050431.984375
292,inf,Mild,507742.76711062813,7664454.044227585
293,inf,High,18534452.805129666,80956254.85253906
293,inf,Moderate,10775714.288286526,74042438.63769531
293,inf,Mild,736257.6429964844,7600377.130165085
294,inf,High,11266747.627451522,75111693.32861328
294,inf,Moderate,4205499.555279225,76414443.34075928
294,inf,Mild,239910.24099177256,11072933.951026902
295,inf,High,16010161.227869172,81834106.90625
295,inf,Moderate,8195528.681139651,72809059.80297852
295,inf,Mild,535762.3023299542,7955903.911170945
296,inf,High,18552583.487643618,82799996.76953125
296,inf,Moderate,11686125.58916238,73353417.05004883
296,inf,Mild,809471.2070882337,6445656.800819382
297,inf,High,18818777.046374824,71808881.51953125
297,inf,Moderate,8481258.608914558,80044445.96923828
297,inf,Mild,504743.5371558177,10745743.131629929
298,inf,High,24150684.345231466,78224083.228515625
298,inf,Moderate,11050493.730825618,74678701.73352051
298,inf,Mild,725452.6486470682,9696285.658363327
299,inf,High,14665840.837290974,86467603.16113281
299,inf,Moderate,8863120.947907459,70380968.95263672
299,inf,Mild,709678.7963461657,5750498.506629929
3,inf,High,14360282.549591145,77863941.55761719
3,inf,Moderate,6378883.186764308,74813457.06762695
3,inf,Mild,356781.4362197173,9921671.99515532
30,inf,High,17626697.8555275,80652503.458984375
30,inf,Moderate,10436084.435754409,75161305.47338867
30,inf,Mild,718469.5551108526,6785261.688026413
300,inf,High,19598925.5605327,75139436.666015625
300,inf,Moderate,9765811.608542236,77603253.9663086
300,inf,Mild,618118.3667843614,9856379.988075241
301,inf,High,21318712.496879805,82974411.11328125
301,inf,Moderate,13520193.482788917,72299677.80322266
301,inf,Mild,1011313.066513357,7324981.703895554
302,inf,High,16936708.65485405,84376379.45410156
302,inf,Moderate,10836046.204401331,71824906.05761719
302,inf,Mild,822922.7290201992,6397785.10868071
303,inf,High,12197469.278289113,73842743.97705078
303,inf,Moderate,5223561.265207874,79081183.2109375
303,inf,Mild,281019.40162082814,9675143.432411179
304,inf,High,13717422.961546902,71692859.02246094
304,inf,Moderate,4926337.509045736,76957569.83746338
304,inf,Mild,238975.07107647072,13948641.760475144
305,inf,High,18309046.761537932,76179366.63378906
305,inf,Moderate,9170363.422797227,77656910.45410156
305,inf,Mild,565072.4178912442,8762793.532508835
306,inf,High,21546837.98363722,78950531.14160156
306,inf,Moderate,11271800.367021315,75188826.7758789
306,inf,Mild,820334.2143084875,8459712.702918991
307,inf,High,17595477.601697203,77967536.4868164
307,inf,Moderate,6955455.991909489,76056652.61340332
307,inf,Mild,463906.22093550756,8574881.520179734
308,inf,High,17718494.315735515,76515853.29394531
308,inf,Moderate,7915136.402936286,76414074.62915039
308,inf,Mild,463335.1429535525,9669142.697303757
309,inf,High,19632535.102656696,78594355.994140625
309,inf,Moderate,10283752.450907934,75371590.95288086
309,inf,Mild,715001.1332830441,8633123.673377976
31,inf,High,21402070.564355414,80155486.16015625
31,inf,Moderate,12784991.078434195,74775001.58105469
31,inf,Mild,963918.9965173022,7668582.879188523
310,inf,High,13547341.244359849,81915213.146484375
310,inf,Moderate,7678445.343236085,73456901.69348145
310,inf,Mild,561958.7718564669,7226955.78043364
311,inf,High,16924640.705879346,80267716.28125
311,inf,Moderate,9300594.818724561,74110865.86035156
311,inf,Mild,574629.1577366535,8220488.478797898
312,inf,High,13669491.424930306,74268565.78222656
312,inf,Moderate,5960401.776262827,78365757.75158691
312,inf,Mild,354053.898363896,9964747.086585984
313,inf,High,20377295.36744782,82939570.79296875
313,inf,Moderate,11275932.759820456,73001415.03979492
313,inf,Mild,785251.59404163,6658084.787635788
314,inf,High,16644773.020030083,81206457.240234375
314,inf,Moderate,9433562.633877842,73934576.5756836
314,inf,Mild,649189.4527488633,7458036.804481491
315,inf,High,19913905.34850571,79322010.20800781
315,inf,Moderate,9959308.821037194,75280815.58300781
315,inf,Mild,708637.8088358117,7996244.829383835
316,inf,High,19419014.014051955,77309498.69628906
316,inf,Moderate,8961362.467612298,75679142.15771484
316,inf,Mild,583060.869744207,9610429.766395554
317,inf,High,15936476.448394643,76705020.60888672
317,inf,Moderate,3954267.533546002,72939898.64550781
317,inf,Mild,209812.1969353429,12954151.366004929
318,inf,High,16964874.521390148,85569258.44140625
318,inf,Moderate,11497071.42198249,71448015.48583984
318,inf,Mild,863927.4344568648,5581796.693153366
319,inf,High,19631553.27627599,81852436.88574219
319,inf,Moderate,10750414.685386738,72690360.36816406
319,inf,Mild,780801.2391480388,8056273.36649321
32,inf,High,19332561.88605902,78669129.3359375
32,inf,Moderate,9233887.45722298,74701702.54528809
32,inf,Mild,723927.6436444025,9228238.739173874
320,inf,High,16140372.74622959,79682429.3203125
320,inf,Moderate,7779564.524777199,75320179.37231445
320,inf,Mild,529938.1377742043,7596461.927772507
321,inf,High,13473734.728320941,73895690.6694336
321,inf,Moderate,4513077.926556802,76617409.03869629
321,inf,Mild,233116.0491251657,12085970.912269577
322,inf,High,19456061.50153874,81822593.01464844
322,inf,Moderate,11168420.66766105,73751585.15161133
322,inf,Mild,714176.5391112865,7024892.454139695
323,inf,High,21166403.76250325,73718525.84667969
323,inf,Moderate,10185131.69654304,77978695.33325195
323,inf,Mild,811212.0076615729,10901849.44046782
324,inf,High,18698967.45392706,77422343.78027344
324,inf,Moderate,7813239.445735778,76180357.20983887
324,inf,Mild,455516.13343407906,8996369.630287156
325,inf,High,14284635.0097709,82121690.498046875
325,inf,Moderate,9479986.726842174,73735785.04272461
325,inf,Mild,694950.0514921346,6741595.079627976
326,inf,High,33111681.245097905,76254332.45019531
326,inf,Moderate,16487438.478539413,73536528.86254883
326,inf,Mild,966287.9872193658,12808209.30765532
327,inf,High,16054218.29906213,78478849.810546875
327,inf,Moderate,6543189.269200964,74735924.90625
327,inf,Mild,374921.69133893214,9384295.903602585
328,inf,High,25425555.320960246,75828966.24121094
328,inf,Moderate,12436385.914385322,77691536.34765625
328,inf,Mild,724039.6544724699,9078568.031532273
329,inf,High,15718941.719153972,76576794.44628906
329,inf,Moderate,7306339.6161632985,76133309.62805176
329,inf,Mild,390532.3255665956,9888966.54605864
33,inf,High,17353571.63377422,79740866.08496094
33,inf,Moderate,9410572.628235241,75683879.68493652
33,inf,Mild,631318.8731385462,7174324.850501999
330,inf,High,23014782.4534773,80131986.171875
330,inf,Moderate,12483072.200710101,74641010.51269531
330,inf,Mild,982029.6963627862,7826073.935829148
331,inf,High,18361927.796562172,77765404.625
331,inf,Moderate,8466546.497477815,76010579.7631836
331,inf,Mild,486670.1099383791,8823086.232215866
332,inf,High,14039247.167268684,68079382.03491211
332,inf,Moderate,3740899.279891216,76902300.71469116
332,inf,Mild,143301.43808023175,17617387.87079619
333,inf,High,15333446.038584935,80594964.59082031
333,inf,Moderate,7808720.4174277745,74369124.42333984
333,inf,Mild,519648.1036588843,7634981.606239304
334,inf,High,19341331.5079628,77341116.93261719
334,inf,Moderate,9374382.034017252,75623428.08044434
334,inf,Mild,591063.4447752034,9634525.607337937
335,inf,High,14597327.813924609,75653343.052734375
335,inf,Moderate,6254780.555956174,76807162.85339355
335,inf,Mild,396797.69593030034,10138564.71427153
336,inf,High,19952613.310968682,81363694.85839844
336,inf,Moderate,10568257.386470124,73802545.33862305
336,inf,Mild,745238.0492141778,7432830.423377976
337,inf,High,19486770.635784384,77239160.04394531
337,inf,Moderate,8833441.16301357,75739012.63415527
337,inf,Mild,441963.1773154167,9620897.942298874
338,inf,High,18466857.95064236,80721741.83105469
338,inf,Moderate,10697476.54467835,74795272.6328125
338,inf,Mild,689814.5983806088,7082056.156532273
339,inf,High,18000100.8026201,78303211.578125
339,inf,Moderate,9366685.808291372,73211126.10852051
339,inf,Mild,748706.5259636468,11084732.933753952
34,inf,High,21045174.68591318,77105055.30419922
34,inf,Moderate,9360885.561023029,74911169.42810059
34,inf,Mild,553748.9281146775,10582845.888099656
340,inf,High,16650383.17926971,80314412.14550781
340,inf,Moderate,8138622.002035817,74827288.78027344
340,inf,Mild,558723.3650600273,7457369.69461821
341,inf,High,16842825.243310016,79021641.4453125
341,inf,Moderate,7591192.8038898045,74267377.63464355
341,inf,Mild,440799.927611296,9310051.540443406
342,inf,High,18436739.812884215,82811902.890625
342,inf,Moderate,10440187.157035345,71277538.61987305
342,inf,Mild,739795.6579818227,8509629.109901413
343,inf,High,21416785.60672004,79311439.73535156
343,inf,Moderate,12263588.256451378,75018379.22949219
343,inf,Mild,824818.6699820259,8269251.65555571
344,inf,High,14636657.307349302,79275361.962890625
344,inf,Moderate,8210746.478625974,75027124.90527344
344,inf,Mild,523232.6638256702,8296583.752235398
345,inf,High,17530695.094166953,80721609.755859375
345,inf,Moderate,9060568.05465676,74172935.75952148
345,inf,Mild,592724.8390554627,7704525.105018601
346,inf,High,20578393.58931541,78026627.83886719
346,inf,Moderate,10299894.649493353,76257023.56201172
346,inf,Mild,566680.1051395767,8315419.219520554
347,inf,High,21726324.995768335,77378960.669921875
347,inf,Moderate,9955342.48285038,75309036.31933594
347,inf,Mild,546192.4121614594,9911073.631141648
348,inf,High,21514542.63797782,76046658.1430664
348,inf,Moderate,7962925.543022864,75379323.0189209
348,inf,Mild,419461.48218657053,11173089.458412156
349,inf,High,19928307.456504695,74787423.46533203
349,inf,Moderate,7930532.874341621,76222418.56811523
349,inf,Mild,431403.75421968044,11589228.586952195
35,inf,High,18794788.00650264,77997835.7890625
35,inf,Moderate,10253109.296493944,76240105.30786133
35,inf,Mild,698427.6037392536,8361129.523475632
350,inf,High,15303350.600276722,75539316.244140625
350,inf,Moderate,7285093.887855632,74889682.86450195
350,inf,Mild,560102.9408741087,12170071.511756882
351,inf,High,21458099.675803646,79249363.490234375
351,inf,Moderate,11534147.743833823,74977431.37634277
351,inf,Mild,739840.0702089657,8372275.753822312
352,inf,High,22854379.28955654,73376624.15625
352,inf,Moderate,10725058.15821421,78506492.74853516
352,inf,Mild,590825.7270364038,10715953.715614304
353,inf,High,18934416.658464886,78635460.712890625
353,inf,Moderate,9396844.999760304,75564199.29516602
353,inf,Mild,631567.5285476099,8399410.61234282
354,inf,High,18951395.562645715,81357639.77832031
354,inf,Moderate,11512134.861115089,73437861.06713867
354,inf,Mild,848378.7305493164,7803569.774940476
355,inf,High,22757305.38678123,73971877.08984375
355,inf,Moderate,10673932.2991798,76246609.67077637
355,inf,Mild,531379.65032679,12380583.859779343
356,inf,High,17417327.504446235,77741079.65234375
356,inf,Moderate,9031201.468849901,75405315.23950195
356,inf,Mild,641838.6079412214,9452675.728553757
357,inf,High,14792327.913856111,78726012.83935547
357,inf,Moderate,5452332.117534322,74427210.41003418
357,inf,Mild,395473.66877170576,9445847.371009812
358,inf,High,13949905.696015086,73340391.23876953
358,inf,Moderate,5066734.481100565,77651355.53613281
358,inf,Mild,261194.32291781344,11607323.845497116
359,inf,High,16956448.36751823,73151268.484375
359,inf,Moderate,8279418.531244436,77257100.5625
359,inf,Mild,459525.41288597125,12190701.57352446
36,inf,High,12196108.563464878,78845314.88574219
36,inf,Moderate,6105828.928484357,74775987.52294922
36,inf,Mild,360029.26823901833,8977768.211708054
360,inf,High,19000979.163577277,70518720.06103516
360,inf,Moderate,8213047.466578069,77316817.0489502
360,inf,Mild,508958.04293173715,14763533.510414109
361,inf,High,11309313.97865313,72691039.66503906
361,inf,Moderate,2583661.4904034566,74917513.05471802
361,inf,Mild,94175.7242686171,14990517.90064238
362,inf,High,16447777.93364567,81424212.322265625
362,inf,Moderate,9148562.96988142,73064994.31640625
362,inf,Mild,661993.0826959881,8109863.981727585
363,inf,High,18392974.37963879,79104412.14550781
363,inf,Moderate,9283967.071590861,75103016.58581543
363,inf,Mild,631443.2545308197,8391641.889076218
364,inf,High,23048742.610301938,76120836.55957031
364,inf,Moderate,10329080.893810099,76576074.28308105
364,inf,Mild,739471.6716072588,9902159.777748093
365,inf,High,14905123.767108941,72456267.25732422
365,inf,Moderate,6352641.411576304,76403654.4074707
